Sentence,Tags
"['jhon', 'moved', 'around', 'new', 'york']","['B-PER', 'O', 'O', 'B-LOC', 'I-LOC']"
"['mary', 'fake_date_74', 'from', 'fake_org_62']","['B-PER', 'I-DATE', 'O', 'I-ORG']"
"['word_33', 'fake_date_47', 'fake_date_95', 'fake_loc_1']","['O', 'B-DATE', 'I-DATE', 'I-LOC']"
"['bob', 'fake_misc_5', 'from', 'fake_loc_30']","['B-PER', 'I-MISC', 'O', 'I-LOC']"
"['fake_loc_49', 'moved', 'fake_date_30', 'fake_org_90']","['B-LOC', 'O', 'B-DATE', 'I-ORG']"
"['linda', 'fake_org_6', 'fake_date_75', 'fake_prod_3', 'fake_loc_98']","['B-PER', 'I-ORG', 'B-DATE', 'I-PROD', 'I-LOC']"
"['michael', 'fake_misc_61', 'in', 'fake_org_43']","['B-PER', 'B-MISC', 'O', 'B-ORG']"
"['fake_per_91', 'word_61', 'in', 'word_5']","['I-PER', 'O', 'O', 'O']"
"['fake_loc_96', 'studies', 'from', 'fake_date_2']","['B-LOC', 'O', 'O', 'B-DATE']"
"['bob', 'studies', 'to', 'canada']","['B-PER', 'O', 'O', 'B-LOC']"
"['sarah', 'fake_loc_98', 'to', 'fake_per_77']","['B-PER', 'B-LOC', 'O', 'B-PER']"
"['fake_misc_8', 'moved', 'around', 'fake_per_88']","['B-MISC', 'O', 'O', 'I-PER']"
"['fake_misc_93', 'travels', 'in', 'tokyo']","['I-MISC', 'O', 'O', 'B-LOC']"
"['fake_prod_100', 'fake_loc_52', 'fake_date_19', 'paris']","['B-PROD', 'I-LOC', 'I-DATE', 'B-LOC']"
"['fake_org_100', 'fake_loc_45', 'near', 'paris']","['I-ORG', 'B-LOC', 'O', 'B-LOC']"
"['jhon', 'travels', 'around', 'fake_misc_85']","['B-PER', 'O', 'O', 'B-MISC']"
"['fake_per_57', 'lives', 'in', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
"['michael', 'moved', 'in', 'beijing']","['B-PER', 'O', 'O', 'B-LOC']"
"['david', 'fake_org_75', 'near', 'fake_prod_25']","['B-PER', 'B-ORG', 'O', 'B-PROD']"
"['michael', 'works', 'from', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_per_35', 'was', 'born', 'from', 'fake_loc_26']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['jhon', 'studies', 'from', 'canada']","['B-PER', 'O', 'O', 'B-LOC']"
"['michael', 'travels', 'to', 'beijing']","['B-PER', 'O', 'O', 'B-LOC']"
"['sarah', 'was', 'born', 'to', 'london']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['michael', 'fake_misc_8', 'around', 'tokyo']","['B-PER', 'B-MISC', 'O', 'B-LOC']"
"['jhon', 'studies', 'in', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_misc_14', 'studies', 'in', 'fake_per_10']","['I-MISC', 'O', 'O', 'B-PER']"
"['fake_per_92', 'lives', 'around', 'fake_per_33', 'fake_loc_70']","['I-PER', 'O', 'O', 'B-PER', 'B-LOC']"
"['sarah', 'was', 'born', 'in', 'rome']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['emma', 'travels', 'fake_prod_17', 'fake_prod_21']","['B-PER', 'O', 'I-PROD', 'I-PROD']"
"['michael', 'was', 'born', 'near', 'paris']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['fake_org_42', 'fake_prod_40', 'fake_org_40', 'beijing']","['B-ORG', 'B-PROD', 'I-ORG', 'B-LOC']"
"['word_94', 'fake_misc_76', 'to', 'moscow']","['O', 'B-MISC', 'O', 'B-LOC']"
"['fake_org_86', 'word_60', 'fake_date_27', 'paris']","['B-ORG', 'O', 'I-DATE', 'B-LOC']"
"['fake_org_44', 'was', 'born', 'to', 'new', 'york']","['B-ORG', 'O', 'O', 'O', 'B-LOC', 'I-LOC']"
"['fake_org_80', 'lives', 'word_94', 'fake_per_75']","['I-ORG', 'O', 'O', 'I-PER']"
"['mary', 'fake_loc_82', 'in', 'fake_per_18']","['B-PER', 'B-LOC', 'O', 'B-PER']"
"['sarah', 'fake_misc_29', 'to', 'london']","['B-PER', 'B-MISC', 'O', 'B-LOC']"
"['fake_per_21', 'fake_misc_39', 'fake_misc_8', 'fake_prod_27']","['I-PER', 'B-MISC', 'B-MISC', 'B-PROD']"
"['emma', 'fake_org_71', 'fake_prod_23', 'fake_org_51', 'fake_loc_35']","['B-PER', 'I-ORG', 'B-PROD', 'I-ORG', 'B-LOC']"
"['alice', 'travels', 'fake_per_81', 'moscow']","['B-PER', 'O', 'I-PER', 'B-LOC']"
"['alice', 'fake_loc_55', 'to', 'fake_per_88']","['B-PER', 'I-LOC', 'O', 'B-PER']"
"['fake_date_43', 'word_13', 'fake_per_12', 'fake_misc_96']","['B-DATE', 'O', 'I-PER', 'B-MISC']"
"['emma', 'travels', 'fake_date_91', 'paris']","['B-PER', 'O', 'B-DATE', 'B-LOC']"
"['fake_misc_83', 'fake_misc_11', 'to', 'fake_loc_93']","['B-MISC', 'I-MISC', 'O', 'B-LOC']"
"['fake_per_5', 'works', 'fake_prod_57', 'fake_prod_62', 'york']","['B-PER', 'O', 'I-PROD', 'B-PROD', 'I-LOC']"
"['fake_misc_83', 'travels', 'around', 'london']","['B-MISC', 'O', 'O', 'B-LOC']"
"['david', 'fake_per_54', 'fake_per_31', 'fake_org_30']","['B-PER', 'B-PER', 'I-PER', 'B-ORG']"
"['fake_loc_67', 'fake_date_5', 'around', 'rome']","['I-LOC', 'B-DATE', 'O', 'B-LOC']"
"['mary', 'works', 'fake_misc_46', 'tokyo']","['B-PER', 'O', 'B-MISC', 'B-LOC']"
"['mary', 'travels', 'around', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_misc_58', 'fake_prod_95', 'near', 'madrid']","['B-MISC', 'I-PROD', 'O', 'B-LOC']"
"['emma', 'fake_date_85', 'in', 'fake_misc_3']","['B-PER', 'I-DATE', 'O', 'B-MISC']"
"['fake_date_78', 'works', 'fake_date_7', 'paris']","['I-DATE', 'O', 'I-DATE', 'B-LOC']"
"['alice', 'travels', 'fake_loc_28', 'rome']","['B-PER', 'O', 'B-LOC', 'B-LOC']"
"['fake_date_71', 'was', 'born', 'around', 'fake_misc_97', 'fake_misc_27']","['I-DATE', 'O', 'O', 'O', 'B-MISC', 'B-MISC']"
"['jhon', 'works', 'to', 'moscow']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_prod_82', 'was', 'born', 'word_54', 'fake_misc_94']","['I-PROD', 'O', 'O', 'O', 'I-MISC']"
"['fake_org_55', 'fake_per_36', 'in', 'madrid']","['I-ORG', 'I-PER', 'O', 'B-LOC']"
"['charlie', 'was', 'born', 'from', 'canada']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['fake_prod_42', 'lives', 'fake_per_23', 'berlin']","['I-PROD', 'O', 'B-PER', 'B-LOC']"
"['word_49', 'fake_date_100', 'around', 'fake_prod_24']","['O', 'I-DATE', 'O', 'I-PROD']"
"['fake_prod_1', 'travels', 'to', 'fake_org_16']","['I-PROD', 'O', 'O', 'I-ORG']"
"['bob', 'studies', 'fake_loc_21', 'tokyo']","['B-PER', 'O', 'B-LOC', 'B-LOC']"
"['fake_loc_14', 'fake_misc_32', 'fake_date_7', 'beijing']","['B-LOC', 'I-MISC', 'I-DATE', 'B-LOC']"
"['fake_org_93', 'studies', 'fake_loc_72', 'fake_org_81']","['B-ORG', 'O', 'I-LOC', 'B-ORG']"
"['fake_org_92', 'fake_loc_95', 'from', 'fake_org_52']","['I-ORG', 'B-LOC', 'O', 'I-ORG']"
"['fake_prod_88', 'works', 'in', 'fake_date_3']","['B-PROD', 'O', 'O', 'B-DATE']"
"['fake_loc_57', 'fake_misc_78', 'from', 'fake_org_5']","['I-LOC', 'I-MISC', 'O', 'I-ORG']"
"['david', 'fake_misc_50', 'to', 'fake_prod_79']","['B-PER', 'B-MISC', 'O', 'B-PROD']"
"['sarah', 'moved', 'fake_prod_70', 'fake_loc_32']","['B-PER', 'O', 'B-PROD', 'I-LOC']"
"['charlie', 'fake_date_10', 'word_88', 'madrid']","['B-PER', 'I-DATE', 'O', 'B-LOC']"
"['fake_loc_64', 'fake_misc_68', 'near', 'fake_org_32']","['B-LOC', 'B-MISC', 'O', 'B-ORG']"
"['word_44', 'works', 'fake_org_98', 'fake_org_9']","['O', 'O', 'B-ORG', 'I-ORG']"
"['david', 'was', 'born', 'fake_date_100', 'rome']","['B-PER', 'O', 'O', 'I-DATE', 'B-LOC']"
"['david', 'fake_loc_13', 'fake_date_67', 'tokyo']","['B-PER', 'B-LOC', 'B-DATE', 'B-LOC']"
"['david', 'fake_date_54', 'fake_org_77', 'fake_loc_76']","['B-PER', 'B-DATE', 'I-ORG', 'I-LOC']"
"['word_28', 'fake_per_66', 'fake_per_86', 'fake_misc_98']","['O', 'I-PER', 'B-PER', 'I-MISC']"
"['fake_misc_38', 'fake_org_20', 'word_25', 'london']","['B-MISC', 'B-ORG', 'O', 'B-LOC']"
"['fake_misc_74', 'travels', 'fake_misc_90', 'tokyo']","['I-MISC', 'O', 'B-MISC', 'B-LOC']"
"['linda', 'studies', 'fake_org_17', 'fake_prod_5']","['B-PER', 'O', 'I-ORG', 'I-PROD']"
"['bob', 'fake_date_10', 'from', 'fake_misc_58']","['B-PER', 'I-DATE', 'O', 'I-MISC']"
"['charlie', 'works', 'in', 'fake_per_53', 'fake_misc_10']","['B-PER', 'O', 'O', 'B-PER', 'B-MISC']"
"['linda', 'lives', 'in', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
"['emma', 'moved', 'in', 'new', 'york']","['B-PER', 'O', 'O', 'B-LOC', 'I-LOC']"
"['linda', 'moved', 'to', 'beijing']","['B-PER', 'O', 'O', 'B-LOC']"
"['linda', 'travels', 'fake_misc_82', 'moscow']","['B-PER', 'O', 'I-MISC', 'B-LOC']"
"['fake_org_5', 'moved', 'word_70', 'canada']","['I-ORG', 'O', 'O', 'B-LOC']"
"['fake_loc_93', 'fake_loc_63', 'word_2', 'fake_date_15', 'york']","['B-LOC', 'I-LOC', 'O', 'I-DATE', 'I-LOC']"
"['linda', 'lives', 'fake_misc_88', 'fake_date_14']","['B-PER', 'O', 'B-MISC', 'I-DATE']"
"['fake_org_77', 'studies', 'fake_per_64', 'rome']","['I-ORG', 'O', 'I-PER', 'B-LOC']"
"['david', 'fake_misc_60', 'near', 'madrid']","['B-PER', 'B-MISC', 'O', 'B-LOC']"
"['fake_loc_84', 'fake_prod_63', 'near', 'new', 'york']","['B-LOC', 'I-PROD', 'O', 'B-LOC', 'I-LOC']"
"['charlie', 'fake_prod_35', 'in', 'fake_date_5']","['B-PER', 'B-PROD', 'O', 'B-DATE']"
"['jhon', 'was', 'born', 'fake_misc_59', 'fake_per_44', 'york']","['B-PER', 'O', 'O', 'I-MISC', 'B-PER', 'I-LOC']"
"['fake_loc_23', 'word_54', 'near', 'fake_date_43', 'york']","['B-LOC', 'O', 'O', 'I-DATE', 'I-LOC']"
"['michael', 'lives', 'around', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
"['david', 'fake_org_63', 'fake_org_8', 'fake_date_65']","['B-PER', 'B-ORG', 'I-ORG', 'B-DATE']"
"['charlie', 'fake_per_86', 'fake_prod_86', 'berlin']","['B-PER', 'B-PER', 'B-PROD', 'B-LOC']"
"['mary', 'fake_org_82', 'fake_date_50', 'fake_per_36']","['B-PER', 'B-ORG', 'I-DATE', 'B-PER']"
"['michael', 'fake_date_1', 'in', 'canada']","['B-PER', 'B-DATE', 'O', 'B-LOC']"
"['fake_loc_47', 'moved', 'fake_org_47', 'fake_date_38']","['B-LOC', 'O', 'I-ORG', 'I-DATE']"
"['michael', 'fake_misc_42', 'around', 'berlin']","['B-PER', 'I-MISC', 'O', 'B-LOC']"
"['mary', 'fake_misc_73', 'fake_org_29', 'rome']","['B-PER', 'I-MISC', 'B-ORG', 'B-LOC']"
"['sarah', 'travels', 'fake_loc_94', 'fake_date_48', 'york']","['B-PER', 'O', 'I-LOC', 'I-DATE', 'I-LOC']"
"['jhon', 'fake_misc_81', 'word_81', 'berlin']","['B-PER', 'B-MISC', 'O', 'B-LOC']"
"['fake_loc_29', 'was', 'born', 'fake_prod_83', 'madrid']","['B-LOC', 'O', 'O', 'I-PROD', 'B-LOC']"
"['michael', 'was', 'born', 'in', 'fake_misc_95']","['B-PER', 'O', 'O', 'O', 'B-MISC']"
"['fake_date_5', 'fake_prod_67', 'fake_loc_47', 'word_37']","['B-DATE', 'I-PROD', 'B-LOC', 'O']"
"['charlie', 'moved', 'around', 'moscow']","['B-PER', 'O', 'O', 'B-LOC']"
"['jhon', 'works', 'in', 'berlin']","['B-PER', 'O', 'O', 'B-LOC']"
"['jhon', 'works', 'from', 'berlin']","['B-PER', 'O', 'O', 'B-LOC']"
"['word_63', 'works', 'fake_loc_53', 'tokyo']","['O', 'O', 'B-LOC', 'B-LOC']"
"['fake_misc_52', 'fake_date_86', 'near', 'new', 'york']","['B-MISC', 'I-DATE', 'O', 'B-LOC', 'I-LOC']"
"['alice', 'studies', 'from', 'beijing']","['B-PER', 'O', 'O', 'B-LOC']"
"['word_61', 'studies', 'fake_date_93', 'fake_misc_3']","['O', 'O', 'B-DATE', 'I-MISC']"
"['emma', 'studies', 'fake_per_70', 'fake_misc_64']","['B-PER', 'O', 'B-PER', 'I-MISC']"
"['fake_org_16', 'studies', 'fake_misc_73', 'word_66']","['I-ORG', 'O', 'I-MISC', 'O']"
"['fake_misc_7', 'fake_date_98', 'around', 'berlin']","['B-MISC', 'B-DATE', 'O', 'B-LOC']"
"['bob', 'works', 'fake_prod_43', 'fake_date_77']","['B-PER', 'O', 'I-PROD', 'B-DATE']"
"['sarah', 'moved', 'around', 'madrid']","['B-PER', 'O', 'O', 'B-LOC']"
"['sarah', 'lives', 'fake_per_77', 'canada']","['B-PER', 'O', 'B-PER', 'B-LOC']"
"['fake_org_67', 'word_6', 'fake_date_10', 'fake_misc_43']","['B-ORG', 'O', 'B-DATE', 'B-MISC']"
"['sarah', 'word_56', 'in', 'moscow']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_per_72', 'travels', 'in', 'fake_date_79']","['B-PER', 'O', 'O', 'B-DATE']"
"['david', 'fake_per_92', 'around', 'fake_loc_41']","['B-PER', 'I-PER', 'O', 'B-LOC']"
"['fake_date_93', 'works', 'fake_date_62', 'madrid']","['B-DATE', 'O', 'B-DATE', 'B-LOC']"
"['emma', 'moved', 'fake_per_25', 'word_88']","['B-PER', 'O', 'B-PER', 'O']"
"['michael', 'fake_loc_50', 'from', 'fake_prod_72']","['B-PER', 'B-LOC', 'O', 'B-PROD']"
"['fake_per_14', 'lives', 'near', 'beijing']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_per_44', 'fake_prod_45', 'fake_date_68', 'tokyo']","['B-PER', 'I-PROD', 'B-DATE', 'B-LOC']"
"['michael', 'works', 'fake_prod_47', 'fake_per_60']","['B-PER', 'O', 'B-PROD', 'I-PER']"
"['mary', 'works', 'fake_per_96', 'fake_per_19']","['B-PER', 'O', 'I-PER', 'I-PER']"
"['mary', 'fake_org_63', 'fake_loc_36', 'beijing']","['B-PER', 'I-ORG', 'I-LOC', 'B-LOC']"
"['bob', 'travels', 'to', 'moscow']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_prod_90', 'was', 'born', 'near', 'canada']","['I-PROD', 'O', 'O', 'O', 'B-LOC']"
"['jhon', 'works', 'from', 'new', 'york']","['B-PER', 'O', 'O', 'B-LOC', 'I-LOC']"
"['mary', 'fake_date_16', 'fake_per_79', 'fake_date_94']","['B-PER', 'B-DATE', 'I-PER', 'I-DATE']"
"['fake_date_61', 'works', 'fake_date_72', 'fake_date_4']","['B-DATE', 'O', 'I-DATE', 'B-DATE']"
"['jhon', 'lives', 'fake_prod_84', 'madrid']","['B-PER', 'O', 'I-PROD', 'B-LOC']"
"['david', 'moved', 'in', 'new', 'york']","['B-PER', 'O', 'O', 'B-LOC', 'I-LOC']"
"['michael', 'works', 'from', 'london']","['B-PER', 'O', 'O', 'B-LOC']"
"['michael', 'was', 'born', 'around', 'canada']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['fake_per_46', 'moved', 'to', 'canada']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_loc_89', 'studies', 'fake_misc_10', 'rome']","['I-LOC', 'O', 'B-MISC', 'B-LOC']"
"['fake_date_63', 'fake_per_24', 'to', 'canada']","['B-DATE', 'B-PER', 'O', 'B-LOC']"
"['fake_per_22', 'fake_per_100', 'fake_org_23', 'canada']","['I-PER', 'I-PER', 'B-ORG', 'B-LOC']"
"['fake_per_88', 'fake_org_84', 'from', 'beijing']","['B-PER', 'B-ORG', 'O', 'B-LOC']"
"['linda', 'fake_org_13', 'in', 'word_36']","['B-PER', 'I-ORG', 'O', 'O']"
"['fake_loc_32', 'was', 'born', 'to', 'berlin']","['B-LOC', 'O', 'O', 'O', 'B-LOC']"
"['word_53', 'was', 'born', 'fake_loc_17', 'fake_per_87']","['O', 'O', 'O', 'B-LOC', 'I-PER']"
"['charlie', 'travels', 'fake_per_90', 'fake_date_3']","['B-PER', 'O', 'I-PER', 'I-DATE']"
"['mary', 'fake_per_72', 'from', 'fake_org_49']","['B-PER', 'B-PER', 'O', 'I-ORG']"
"['michael', 'lives', 'near', 'canada']","['B-PER', 'O', 'O', 'B-LOC']"
"['word_54', 'studies', 'fake_misc_44', 'fake_org_11']","['O', 'O', 'I-MISC', 'B-ORG']"
"['emma', 'fake_prod_45', 'fake_date_72', 'fake_per_27']","['B-PER', 'I-PROD', 'I-DATE', 'I-PER']"
"['fake_per_32', 'word_77', 'in', 'fake_loc_51']","['I-PER', 'O', 'O', 'I-LOC']"
"['jhon', 'fake_loc_93', 'word_27', 'fake_org_52']","['B-PER', 'B-LOC', 'O', 'B-ORG']"
"['michael', 'travels', 'to', 'fake_per_64']","['B-PER', 'O', 'O', 'B-PER']"
"['fake_loc_96', 'studies', 'around', 'madrid']","['I-LOC', 'O', 'O', 'B-LOC']"
"['michael', 'fake_org_46', 'fake_prod_91', 'fake_date_92']","['B-PER', 'B-ORG', 'I-PROD', 'B-DATE']"
"['charlie', 'moved', 'fake_org_93', 'madrid']","['B-PER', 'O', 'I-ORG', 'B-LOC']"
"['fake_date_46', 'studies', 'fake_date_5', 'fake_prod_42']","['I-DATE', 'O', 'I-DATE', 'I-PROD']"
"['alice', 'travels', 'fake_loc_71', 'fake_org_87']","['B-PER', 'O', 'I-LOC', 'B-ORG']"
"['jhon', 'works', 'to', 'moscow']","['B-PER', 'O', 'O', 'B-LOC']"
"['charlie', 'fake_org_6', 'fake_org_48', 'madrid']","['B-PER', 'I-ORG', 'B-ORG', 'B-LOC']"
"['fake_date_72', 'fake_misc_70', 'from', 'fake_misc_25']","['B-DATE', 'B-MISC', 'O', 'I-MISC']"
"['fake_loc_60', 'fake_loc_77', 'fake_misc_79', 'rome']","['B-LOC', 'I-LOC', 'B-MISC', 'B-LOC']"
"['bob', 'fake_date_69', 'fake_misc_50', 'fake_per_75']","['B-PER', 'B-DATE', 'B-MISC', 'B-PER']"
"['fake_prod_71', 'lives', 'fake_per_3', 'paris']","['I-PROD', 'O', 'B-PER', 'B-LOC']"
"['alice', 'studies', 'fake_per_46', 'tokyo']","['B-PER', 'O', 'B-PER', 'B-LOC']"
"['bob', 'works', 'from', 'berlin']","['B-PER', 'O', 'O', 'B-LOC']"
"['mary', 'studies', 'fake_prod_35', 'fake_date_15']","['B-PER', 'O', 'B-PROD', 'B-DATE']"
"['fake_org_52', 'was', 'born', 'around', 'fake_org_24']","['I-ORG', 'O', 'O', 'O', 'B-ORG']"
"['alice', 'fake_org_13', 'fake_prod_10', 'new', 'york']","['B-PER', 'I-ORG', 'I-PROD', 'B-LOC', 'I-LOC']"
"['fake_loc_90', 'fake_misc_29', 'in', 'rome']","['I-LOC', 'B-MISC', 'O', 'B-LOC']"
"['fake_misc_87', 'was', 'born', 'from', 'london']","['B-MISC', 'O', 'O', 'O', 'B-LOC']"
"['david', 'moved', 'in', 'fake_per_24']","['B-PER', 'O', 'O', 'B-PER']"
"['david', 'fake_org_30', 'fake_per_83', 'rome']","['B-PER', 'B-ORG', 'I-PER', 'B-LOC']"
"['fake_prod_36', 'was', 'born', 'word_86', 'beijing']","['I-PROD', 'O', 'O', 'O', 'B-LOC']"
"['fake_per_94', 'was', 'born', 'near', 'fake_prod_50']","['I-PER', 'O', 'O', 'O', 'B-PROD']"
"['david', 'fake_loc_53', 'from', 'word_4']","['B-PER', 'B-LOC', 'O', 'O']"
"['fake_misc_92', 'fake_org_91', 'fake_date_77', 'fake_loc_55']","['B-MISC', 'I-ORG', 'B-DATE', 'I-LOC']"
"['michael', 'was', 'born', 'near', 'moscow']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['fake_date_70', 'fake_prod_27', 'around', 'word_65']","['B-DATE', 'I-PROD', 'O', 'O']"
"['emma', 'moved', 'from', 'fake_org_9']","['B-PER', 'O', 'O', 'I-ORG']"
"['fake_date_15', 'fake_loc_44', 'around', 'fake_prod_100']","['I-DATE', 'B-LOC', 'O', 'I-PROD']"
"['fake_per_83', 'was', 'born', 'fake_org_29', 'rome']","['B-PER', 'O', 'O', 'I-ORG', 'B-LOC']"
"['fake_loc_43', 'moved', 'fake_loc_95', 'moscow']","['I-LOC', 'O', 'I-LOC', 'B-LOC']"
"['michael', 'moved', 'fake_per_6', 'canada']","['B-PER', 'O', 'I-PER', 'B-LOC']"
"['emma', 'travels', 'around', 'word_56']","['B-PER', 'O', 'O', 'O']"
"['michael', 'works', 'fake_prod_87', 'fake_per_70']","['B-PER', 'O', 'B-PROD', 'I-PER']"
"['emma', 'moved', 'fake_prod_35', 'fake_misc_21']","['B-PER', 'O', 'B-PROD', 'B-MISC']"
"['michael', 'studies', 'fake_misc_49', 'fake_org_19']","['B-PER', 'O', 'B-MISC', 'I-ORG']"
"['bob', 'was', 'born', 'to', 'tokyo']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['emma', 'was', 'born', 'fake_date_23', 'fake_misc_20']","['B-PER', 'O', 'O', 'B-DATE', 'B-MISC']"
"['fake_date_24', 'word_25', 'fake_prod_99', 'beijing']","['I-DATE', 'O', 'B-PROD', 'B-LOC']"
"['fake_org_59', 'studies', 'fake_loc_13', 'berlin']","['I-ORG', 'O', 'I-LOC', 'B-LOC']"
"['fake_misc_33', 'was', 'born', 'fake_loc_47', 'fake_org_3']","['B-MISC', 'O', 'O', 'B-LOC', 'I-ORG']"
"['fake_misc_31', 'studies', 'fake_org_68', 'fake_misc_12']","['B-MISC', 'O', 'B-ORG', 'B-MISC']"
"['fake_loc_46', 'fake_loc_4', 'to', 'london']","['I-LOC', 'B-LOC', 'O', 'B-LOC']"
"['alice', 'was', 'born', 'around', 'london']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['michael', 'works', 'to', 'paris']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_org_13', 'fake_prod_34', 'fake_misc_51', 'moscow']","['B-ORG', 'B-PROD', 'I-MISC', 'B-LOC']"
"['bob', 'fake_per_61', 'fake_date_74', 'madrid']","['B-PER', 'I-PER', 'B-DATE', 'B-LOC']"
"['fake_date_77', 'fake_prod_98', 'in', 'rome']","['B-DATE', 'I-PROD', 'O', 'B-LOC']"
"['fake_date_58', 'lives', 'fake_org_72', 'fake_per_33']","['I-DATE', 'O', 'B-ORG', 'I-PER']"
"['fake_per_42', 'travels', 'fake_misc_61', 'fake_org_53']","['B-PER', 'O', 'I-MISC', 'I-ORG']"
"['fake_date_25', 'fake_loc_1', 'fake_org_20', 'tokyo']","['B-DATE', 'B-LOC', 'B-ORG', 'B-LOC']"
"['fake_loc_74', 'fake_loc_29', 'near', 'canada']","['B-LOC', 'I-LOC', 'O', 'B-LOC']"
"['jhon', 'fake_loc_63', 'around', 'fake_date_58']","['B-PER', 'I-LOC', 'O', 'I-DATE']"
"['fake_loc_70', 'studies', 'near', 'rome']","['I-LOC', 'O', 'O', 'B-LOC']"
"['jhon', 'was', 'born', 'around', 'london']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['charlie', 'fake_prod_15', 'from', 'fake_loc_81']","['B-PER', 'I-PROD', 'O', 'B-LOC']"
"['fake_misc_60', 'lives', 'fake_per_39', 'fake_org_43']","['I-MISC', 'O', 'B-PER', 'B-ORG']"
"['bob', 'was', 'born', 'fake_date_61', 'rome']","['B-PER', 'O', 'O', 'B-DATE', 'B-LOC']"
"['david', 'travels', 'word_89', 'fake_date_69']","['B-PER', 'O', 'O', 'B-DATE']"
"['charlie', 'travels', 'near', 'madrid']","['B-PER', 'O', 'O', 'B-LOC']"
"['alice', 'fake_per_88', 'in', 'moscow']","['B-PER', 'B-PER', 'O', 'B-LOC']"
"['david', 'fake_org_35', 'to', 'fake_loc_41']","['B-PER', 'B-ORG', 'O', 'B-LOC']"
"['fake_loc_89', 'fake_date_15', 'to', 'paris']","['I-LOC', 'B-DATE', 'O', 'B-LOC']"
"['linda', 'studies', 'from', 'fake_loc_84']","['B-PER', 'O', 'O', 'B-LOC']"
"['charlie', 'lives', 'fake_org_63', 'paris']","['B-PER', 'O', 'B-ORG', 'B-LOC']"
"['fake_prod_34', 'fake_misc_82', 'near', 'rome']","['I-PROD', 'B-MISC', 'O', 'B-LOC']"
"['emma', 'fake_prod_4', 'fake_loc_23', 'fake_loc_12']","['B-PER', 'B-PROD', 'B-LOC', 'I-LOC']"
"['alice', 'works', 'fake_misc_87', 'fake_loc_78']","['B-PER', 'O', 'I-MISC', 'I-LOC']"
"['mary', 'moved', 'fake_org_73', 'beijing']","['B-PER', 'O', 'B-ORG', 'B-LOC']"
"['sarah', 'studies', 'around', 'beijing']","['B-PER', 'O', 'O', 'B-LOC']"
"['charlie', 'fake_prod_79', 'in', 'beijing']","['B-PER', 'B-PROD', 'O', 'B-LOC']"
"['fake_date_50', 'fake_date_69', 'to', 'fake_per_33']","['B-DATE', 'I-DATE', 'O', 'I-PER']"
"['charlie', 'works', 'from', 'rome']","['B-PER', 'O', 'O', 'B-LOC']"
"['sarah', 'fake_prod_7', 'fake_loc_8', 'canada']","['B-PER', 'B-PROD', 'B-LOC', 'B-LOC']"
"['linda', 'fake_per_98', 'fake_misc_24', 'berlin']","['B-PER', 'B-PER', 'B-MISC', 'B-LOC']"
"['david', 'works', 'fake_date_87', 'rome']","['B-PER', 'O', 'I-DATE', 'B-LOC']"
"['fake_date_42', 'travels', 'fake_date_69', 'fake_org_14']","['B-DATE', 'O', 'B-DATE', 'I-ORG']"
"['bob', 'fake_misc_53', 'to', 'madrid']","['B-PER', 'B-MISC', 'O', 'B-LOC']"
"['jhon', 'studies', 'fake_per_21', 'rome']","['B-PER', 'O', 'I-PER', 'B-LOC']"
"['fake_per_98', 'studies', 'fake_per_16', 'fake_loc_26', 'fake_loc_23']","['I-PER', 'O', 'I-PER', 'I-LOC', 'B-LOC']"
"['fake_loc_34', 'fake_date_65', 'in', 'fake_per_56']","['I-LOC', 'B-DATE', 'O', 'B-PER']"
"['charlie', 'studies', 'around', 'rome']","['B-PER', 'O', 'O', 'B-LOC']"
"['linda', 'lives', 'from', 'fake_per_4']","['B-PER', 'O', 'O', 'I-PER']"
"['emma', 'works', 'near', 'paris']","['B-PER', 'O', 'O', 'B-LOC']"
"['michael', 'was', 'born', 'from', 'rome']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['fake_misc_86', 'was', 'born', 'fake_date_82', 'new', 'fake_misc_77']","['B-MISC', 'O', 'O', 'B-DATE', 'B-LOC', 'I-MISC']"
